,event name,Classification,genre,venue,Date,Zip code,City,State
269,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-09,80204,Denver,Colorado
270,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-10,80204,Denver,Colorado
271,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-11,80204,Denver,Colorado
272,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-12,80204,Denver,Colorado
273,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-12,80204,Denver,Colorado
274,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-13,80204,Denver,Colorado
275,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-13,80204,Denver,Colorado
276,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-15,80204,Denver,Colorado
277,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-16,80204,Denver,Colorado
278,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-17,80204,Denver,Colorado
279,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-17,80204,Denver,Colorado
280,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-18,80204,Denver,Colorado
281,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-19,80204,Denver,Colorado
282,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-20,80204,Denver,Colorado
283,Kamasi Washington,Music,Blues,Ogden Theatre,2018-10-26,80218,Denver,Colorado
284,Bruce Hornsby,Music,Pop,Denver Botanic Gardens,2018-08-08,80206,Denver,Colorado
285,Dead Kennedys,Music,Rock,Ogden Theatre,2018-09-07,80218,Denver,Colorado
286,Jim James,Music,Other,Paramount Theatre-Colorado,2018-11-06,80204,Denver,Colorado
287,Bear Grillz,Music,Other,Ogden Theatre,2018-08-17,80218,Denver,Colorado
288,Bear Grillz,Music,Other,Ogden Theatre,2018-08-18,80218,Denver,Colorado
289,Eden w/ Kacy Hill,Music,Dance/Electronic,Ogden Theatre,2018-10-15,80218,Denver,Colorado
290,Yacht Rock Revue,Music,Other,Ogden Theatre,2018-09-15,80218,Denver,Colorado
291,Frankie Valli & The Four Seasons,Music,Rock,Paramount Theatre-Colorado,2019-01-18,80204,Denver,Colorado
