,event name,Classification,genre,venue,Date,Zip code,City,State
275,Between the Buried and Me,Music,Rock,Showbox SODO,2018-08-07,98134,Seattle,Washington
276,Houston Astros at Seattle Mariners,Sports,Baseball,Safeco Field,2018-08-20,98134,Seattle,Washington
277,Houston Astros at Seattle Mariners,Sports,Baseball,Safeco Field,2018-08-21,98134,Seattle,Washington
278,Houston Astros at Seattle Mariners,Sports,Baseball,Safeco Field,2018-08-22,98134,Seattle,Washington
279,Seattle Mariners,Sports,Baseball,Safeco Field,2018-11-01,98134,Seattle,Washington
280,Seattle Mariners,Sports,Baseball,Safeco Field,2019-11-01,98134,Seattle,Washington
281,Descendents,Music,Other,Showbox SODO,2018-10-05,98134,Seattle,Washington
282,Andrew Bird w/ Punch Brothers,Music,Alternative,Woodland Park Zoo,2018-08-19,98101,Seattle,Washington
283,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-28,98101,Seattle,Washington
284,Christine and the Queens,Music,World,Showbox SODO,2018-10-23,98134,Seattle,Washington
285,Caspar Babypants,Music,Rock,Neptune Theatre,2018-10-27,98105,Seattle,Washington
286,Oakland Athletics at Seattle Mariners,Sports,Baseball,Safeco Field,2018-09-24,98134,Seattle,Washington
287,Oakland Athletics at Seattle Mariners,Sports,Baseball,Safeco Field,2018-09-25,98134,Seattle,Washington
288,Oakland Athletics at Seattle Mariners,Sports,Baseball,Safeco Field,2018-09-26,98134,Seattle,Washington
289,Kip Moore After The Sunburn Tour,Music,Country,Paramount Theatre,2018-11-10,98101,Seattle,Washington
290,Petit Biscuit,Music,Other,Showbox SODO,2018-11-15,98134,Seattle,Washington
291,Teton Gravity Research: Far Out - Brought To You By REI,Film,Action/Adventure,Neptune Theatre,2018-09-27,98105,Seattle,Washington
292,San Jose Earthquakes at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-10-28,98134,Seattle,Washington
293,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-26,98101,Seattle,Washington
294,Liz Phair,Music,Alternative,Showbox SODO,2018-09-18,98134,Seattle,Washington
295,Tom Misch,Music,Rock,Showbox SODO,2018-10-13,98134,Seattle,Washington
296,Chief Keef,Music,Hip-Hop/Rap,Neumos,2018-09-26,98122,Seattle,Washington
297,Teton Gravity Research: Far Out - Brought To You By REI,Film,Action/Adventure,Neptune Theatre,2018-09-27,98105,Seattle,Washington
298,Bumbershoot,Miscellaneous,Fairs & Festivals,Seattle Center Grounds,2018-08-31,98109,Seattle,Washington
299,Comedy Club,Arts & Theatre,Comedy,Moore Theatre,2019-01-25,98101,Seattle,Washington
300,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-25,98101,Seattle,Washington
301,Trombone Shorty,Music,Blues,Woodland Park Zoo,2018-09-09,98101,Seattle,Washington
302,Beak>,Music,Rock,Columbia City Theater,2018-10-07,98118,Seattle,Washington
303,Chief Keef,Music,Hip-Hop/Rap,Neumos,2018-09-27,98122,Seattle,Washington
304,David Foster,Music,Other,Benaroya Hall,2018-08-12,98101,Seattle,Washington
305,Clairo,Music,Other,Crocodile Cafe,2018-08-08,98121,Seattle,Washington
306,Smokepurpp,Music,Hip-Hop/Rap,Showbox at the Market,2018-08-16,98104,Seattle,Washington
307,What So Not,Music,Dance/Electronic,Neptune Theatre,2018-09-09,98105,Seattle,Washington
308,Thee Oh Sees,Music,Alternative,Neumos,2018-10-06,98122,Seattle,Washington
309,Pink Martini,Music,Blues,Woodland Park Zoo,2018-08-22,98101,Seattle,Washington
310,Alina Baraz,Music,Dance/Electronic,Showbox at the Market,2018-10-06,98104,Seattle,Washington
311,Denzel Curry,Music,Hip-Hop/Rap,Neumos,2018-09-25,98122,Seattle,Washington
312,For King & Country,Music,Other,Moore Theatre,2018-10-27,98107,Seattle,Washington
313,for KING & COUNTRY,Music,Rock,Moore Theatre,2018-10-27,98101,Seattle,Washington
314,Years & Years,Music,Dance/Electronic,Showbox at the Market,2018-10-30,98104,Seattle,Washington
315,Cat Power,Music,Country,Showbox at the Market,2018-11-17,98104,Seattle,Washington
316,Passenger,Music,Country,Showbox at the Market,2018-10-31,98104,Seattle,Washington
317,Cody Jinks,Music,Country,Showbox SODO,2018-08-11,98134,Seattle,Washington
318,Hyukoh,Music,Other,Showbox at the Market,2018-10-02,98104,Seattle,Washington
319,The Cadillac Three,Music,Country,Showbox at the Market,2018-08-22,98104,Seattle,Washington
320,Phillip Phillips & Gavin DeGraw,Music,Pop,Woodland Park Zoo,2018-08-12,98101,Seattle,Washington
321,Jessie J w/ Ro James,Music,Other,Showbox SODO,2018-10-06,98134,Seattle,Washington
322,WWE Monday Night Raw,Sports,Wrestling,KeyArena,2018-10-01,98109,Seattle,Washington
323,3OH!3 & EMO NITE: THE WANT HOUSE PARTY TOUR,Music,Rock,Neptune Theatre,2018-11-04,98105,Seattle,Washington
324,Bumbershoot,Miscellaneous,Fairs & Festivals,Seattle Center Grounds,2018-08-31,98109,Seattle,Washington
325,Chelsea Cutler,Music,Other,Crocodile Cafe,2018-09-20,98121,Seattle,Washington
326,Jeremy Zucker,Music,Other,Crocodile Cafe,2018-10-08,98121,Seattle,Washington
327,Bumbershoot,Miscellaneous,Fairs & Festivals,Seattle Center Grounds,2018-09-02,98109,Seattle,Washington
328,Thee Oh Sees,Music,Alternative,Neumos,2018-10-07,98122,Seattle,Washington
329,Phosphorescent With Special Guest Liz Cooper And The Stampede,Music,Rock,Neptune Theatre,2018-11-21,98105,Seattle,Washington
330,Philadelphia Union at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-09-19,98134,Seattle,Washington
331,Danzig,Music,Rock,Showbox SODO,2018-10-25,98134,Seattle,Washington
